price,geo_risk_score,location_rating,grade_of_the_house,number_of_bedrooms,number_of_bathrooms,living_area,investment_score,investment_recommendation
560000,0.1504373177842565,Low Risk,7,2,1.0,1010,31.718027470728547,Low Investment
550000,0.5865889212827987,Medium Risk,8,3,2.0,1970,55.73093653045633,Moderate Investment
550000,0.0061224489795918,Low Risk,7,4,1.75,2150,30.993561060787947,Low Investment
550000,0.2965014577259475,Low Risk,7,4,1.0,1440,40.71032568871704,Moderate Investment
545000,0.2921282798833818,Low Risk,9,3,2.5,2760,49.064810339720296,Moderate Investment
538000,0.0058309037900874,Low Risk,8,3,2.5,3010,35.28136449384949,Moderate Investment
530000,0.0014577259475218,Low Risk,8,3,2.5,1790,31.844405294585364,Low Investment
525000,0.2921282798833818,Low Risk,8,4,2.75,2910,47.46587985843688,Moderate Investment
525000,0.2991253644314868,Low Risk,7,4,1.75,1710,41.537207090628456,Moderate Investment
525000,0.1486880466472303,Low Risk,10,4,2.5,3670,49.760356090488145,Moderate Investment
507000,0.1518950437317784,Low Risk,8,3,1.75,2140,38.79772688296097,Moderate Investment
498800,0.1533527696793002,Low Risk,8,2,1.75,1350,35.7437364556212,Moderate Investment
495000,0.1510204081632652,Low Risk,9,3,2.0,2660,43.15311579177125,Moderate Investment
487000,0.2924198250728863,Low Risk,9,4,2.5,2540,49.488236853182826,Moderate Investment
486000,0.149271137026239,Low Risk,10,4,2.5,3560,49.48956205858967,Moderate Investment
480000,0.007871720116618,Low Risk,8,5,2.75,2550,36.13305062284654,Moderate Investment
470000,0.2979591836734693,Low Risk,8,4,2.25,2380,46.28200371057514,Moderate Investment
468000,0.0029154518950437,Low Risk,7,4,2.5,2100,30.731591337833834,Low Investment
463000,0.2967930029154518,Low Risk,7,4,2.5,1980,42.1658377636769,Moderate Investment
450000,0.0069970845481049,Low Risk,7,5,2.5,2850,33.90020423753917,Low Investment
450000,0.2932944606413993,Low Risk,8,3,2.5,1460,42.635521741164,Moderate Investment
443000,0.1507288629737609,Low Risk,7,3,2.25,1920,35.16284435852263,Moderate Investment
440000,0.3002915451895043,Low Risk,8,3,1.5,1270,42.40738373271386,Moderate Investment
435000,0.0040816326530612,Low Risk,7,4,2.5,2550,31.981447124304264,Low Investment
425000,0.2988338192419825,Low Risk,7,2,1.0,1320,38.48276453438518,Moderate Investment
420000,0.2932944606413993,Low Risk,7,3,1.75,1510,39.76921158073619,Moderate Investment
415000,0.1533527696793002,Low Risk,7,4,1.5,1840,36.05389688342869,Moderate Investment
412000,0.0087463556851311,Low Risk,9,4,3.5,3360,40.33381144665658,Moderate Investment
410000,0.1527696793002915,Low Risk,7,3,1.75,1660,34.54928984580845,Low Investment
409124,0.1475218658892128,Low Risk,8,5,3.25,3320,43.777879983162094,Moderate Investment
400000,0.0005830903790087,Low Risk,8,3,2.0,1760,31.729205968101525,Low Investment
399950,0.29533527696793,Low Risk,7,5,2.75,1970,43.080790757861585,Moderate Investment
395000,0.153935860058309,Low Risk,7,2,1.0,930,31.644065418375142,Low Investment
395000,0.0049562682215743,Low Risk,8,4,2.75,1970,33.46563040800736,Low Investment
380000,0.1521865889212827,Low Risk,6,2,1.0,780,28.17302505417751,Low Investment
379000,0.2927113702623906,Low Risk,7,3,2.5,1530,39.79936390140472,Moderate Investment
374950,0.003206997084548,Low Risk,8,3,2.25,1390,30.84485742348887,Low Investment
359000,0.0075801749271137,Low Risk,7,3,1.5,1550,28.447592023822516,Low Investment
356000,0.1486880466472303,Low Risk,7,3,2.5,1590,34.198858764284935,Low Investment
340000,0.1501457725947522,Low Risk,7,3,1.0,1600,34.28390577010025,Low Investment
335500,0.2988338192419825,Low Risk,6,3,1.0,1370,36.616454373957374,Moderate Investment
321500,0.0081632653061224,Low Risk,7,1,1.0,730,24.278402269998907,Low Investment
310000,0.2956268221574343,Low Risk,7,3,1.5,1460,39.728816201805394,Moderate Investment
309000,0.0020408163265306,Low Risk,7,3,2.25,1980,29.375750300120046,Low Investment
306000,0.1524781341107871,Low Risk,7,3,1.0,1450,33.97613071202507,Low Investment
305000,0.0087463556851311,Low Risk,7,3,1.5,1800,29.162688452004176,Low Investment
300000,0.2970845481049562,Low Risk,6,4,1.75,1820,38.749692084626055,Moderate Investment
299880,0.1472303206997084,Low Risk,7,3,2.5,1460,33.792956143496355,Low Investment
295000,0.1545189504373177,Low Risk,6,2,1.0,800,28.31979545064779,Low Investment
290000,0.2924198250728863,Low Risk,8,3,1.5,1950,43.910696746230954,Moderate Investment
287000,0.0052478134110787,Low Risk,7,5,1.5,1730,30.83558098564101,Low Investment
284000,0.1466472303206997,Low Risk,7,4,1.75,1880,35.89262718074242,Moderate Investment
284000,0.0011661807580174,Low Risk,7,3,1.5,1500,28.057342417486474,Low Investment
275000,0.2991253644314868,Low Risk,7,4,2.0,2030,42.39282206389049,Moderate Investment
275000,0.149271137026239,Low Risk,7,3,1.0,1200,33.17940163078218,Low Investment
270000,0.1521865889212827,Low Risk,7,4,2.5,1660,35.525966230648095,Moderate Investment
252000,0.0034985422740524,Low Risk,7,4,1.75,1120,28.134594097379207,Low Investment
250000,0.0026239067055393,Low Risk,7,3,1.0,990,26.752015091750984,Low Investment
245000,0.2973760932944606,Low Risk,7,3,2.5,1610,40.19985656600302,Moderate Investment
237950,0.149271137026239,Low Risk,7,2,1.75,1460,32.874588796557575,Low Investment
232500,0.297667638483965,Low Risk,7,3,1.5,1940,41.09387131475967,Moderate Investment
229000,0.1530612244897959,Low Risk,8,4,2.25,2010,39.49678053039398,Moderate Investment
226550,0.0058309037900874,Low Risk,6,3,1.0,990,23.88029497513291,Low Investment
215000,0.2915451895043731,Low Risk,8,4,1.5,1860,44.63506961226048,Moderate Investment
215000,0.1501457725947522,Low Risk,8,3,1.75,1770,37.7384512246457,Moderate Investment
215000,0.0075801749271137,Low Risk,7,3,1.0,1200,27.511763146817167,Low Investment
187000,0.0008746355685131,Low Risk,6,2,1.0,840,22.280974727553357,Low Investment
154950,0.0061224489795918,Low Risk,6,4,1.0,1600,26.52297282549383,Low Investment
150000,0.2950437317784256,Low Risk,5,3,0.75,490,31.11190969894451,Low Investment
137124,0.0011661807580174,Low Risk,6,3,1.0,960,23.613492150106794,Low Investment
958000,0.4373177842565597,Medium Risk,8,4,3.5,1800,50.305545594861314,Moderate Investment
880000,0.149271137026239,Low Risk,8,6,2.5,2640,43.029669010461326,Moderate Investment
879000,0.2941690962099125,Low Risk,10,4,2.5,3360,54.75072106764784,Moderate Investment
875000,0.0,Low Risk,9,5,3.0,2960,39.9144385026738,Moderate Investment
860000,0.153935860058309,Low Risk,8,5,2.25,3480,44.46224723655696,Moderate Investment
850000,0.2950437317784256,Low Risk,8,5,2.0,2310,46.978219859372324,Moderate Investment
847700,0.151603498542274,Low Risk,10,5,3.25,4230,52.37430036949845,Moderate Investment
840000,0.2947521865889212,Low Risk,11,4,3.5,3840,59.05746714270123,Moderate Investment
800000,0.2965014577259475,Low Risk,8,3,2.75,2220,44.795887186043245,Moderate Investment
797000,0.153935860058309,Low Risk,9,3,2.5,1370,39.82053600661043,Moderate Investment
775000,0.1530612244897959,Low Risk,7,6,2.75,2980,41.09036341809451,Moderate Investment
770000,0.2962099125364431,Low Risk,9,5,2.5,3000,51.86978687578927,Moderate Investment
749000,0.0026239067055393,Low Risk,8,4,1.5,2130,33.80014343399697,Low Investment
740000,0.0011661807580174,Low Risk,7,3,1.5,1830,28.939695358662945,Low Investment
735000,0.0029154518950437,Low Risk,9,3,2.5,2820,37.65672502767341,Moderate Investment
725000,0.007871720116618,Low Risk,7,2,1.75,1950,28.52877254798023,Low Investment
725000,0.0058309037900874,Low Risk,7,3,1.75,1690,28.751952729143603,Low Investment
720000,0.4434402332361516,Medium Risk,10,4,2.5,3340,60.668090612868525,High Investment Potential
713400,0.0029154518950437,Low Risk,8,3,2.25,1810,31.95619026831512,Low Investment
710000,0.0026239067055393,Low Risk,8,4,2.5,2870,35.77875305966542,Moderate Investment
695000,0.1463556851311953,Low Risk,9,4,3.5,3310,45.70449478492696,Moderate Investment
675000,0.1530612244897959,Low Risk,7,3,1.75,1920,35.25613881916403,Moderate Investment
675000,0.2959183673469387,Low Risk,9,4,2.5,2390,49.22710902542835,Moderate Investment
670000,0.0040816326530612,Low Risk,9,3,2.5,1420,33.960056749972715,Low Investment
657500,0.1513119533527697,Low Risk,7,3,2.0,2320,36.25568669026052,Moderate Investment
657000,0.0,Low Risk,8,4,2.5,2640,35.05882352941177,Moderate Investment
655000,0.1542274052478133,Low Risk,7,4,2.25,2170,36.97123524734569,Moderate Investment
639000,0.2959183673469387,Low Risk,7,4,2.0,1840,41.75652079013423,Moderate Investment
610000,0.1495626822157434,Low Risk,8,4,2.75,2600,40.934378946383745,Moderate Investment
600000,0.0072886297376093,Low Risk,7,2,2.5,2410,29.735395456884053,Low Investment
592000,0.1478134110787172,Low Risk,8,5,3.5,3340,43.84301772657115,Moderate Investment
569950,0.439941690962099,Medium Risk,7,4,1.0,1140,45.64579598072995,Moderate Investment
554000,0.0052478134110787,Low Risk,8,2,2.0,1670,30.67515317815438,Low Investment
545000,0.5877551020408162,Medium Risk,8,2,2.0,2930,57.344428680563134,Moderate Investment
545000,0.297667638483965,Low Risk,8,3,2.5,2060,44.41472692973293,Moderate Investment
540500,0.1545189504373177,Low Risk,8,3,2.0,2800,40.667389033535486,Moderate Investment
535000,0.1536443148688046,Low Risk,8,5,3.25,2850,42.76609345036716,Moderate Investment
525000,0.1536443148688046,Low Risk,7,4,1.75,2280,37.242029279244164,Moderate Investment
525000,0.0014577259475218,Low Risk,7,2,1.5,1340,26.64119673843563,Low Investment
505000,0.2935860058309038,Low Risk,7,2,1.0,1240,38.05894825462652,Moderate Investment
500000,0.2982507288629737,Low Risk,7,3,1.75,1640,40.31505589248686,Moderate Investment
499950,0.2921282798833818,Low Risk,7,4,1.75,1520,40.749302318329924,Moderate Investment
475000,0.0064139941690962,Low Risk,8,3,2.0,1880,32.283297734678285,Low Investment
469000,0.0043731778425655,Low Risk,8,5,2.5,2690,36.367440482686575,Moderate Investment
445000,0.0069970845481049,Low Risk,7,2,1.0,840,25.52587268673703,Low Investment
439000,0.151603498542274,Low Risk,7,4,2.0,1560,35.23526293634337,Moderate Investment
426500,0.1460641399416909,Low Risk,9,4,2.5,2700,44.06181693456603,Moderate Investment
418000,0.1472303206997084,Low Risk,8,2,2.5,1500,35.89990801515411,Moderate Investment
416100,0.5889212827988337,Medium Risk,8,4,1.75,2320,57.760059868103085,Moderate Investment
410000,0.2967930029154518,Low Risk,7,3,1.0,1470,39.80220140004053,Moderate Investment
400000,0.5903790087463555,Medium Risk,7,4,2.0,2680,55.78093575092374,Moderate Investment
379900,0.0081632653061224,Low Risk,9,3,2.0,3110,38.642038633635266,Moderate Investment
379000,0.1460641399416909,Low Risk,7,4,1.5,1280,34.265025490715765,Low Investment
360000,0.0075801749271137,Low Risk,8,4,2.5,2380,34.66684336072091,Low Investment
355000,0.0087463556851311,Low Risk,8,3,2.5,2110,32.99156545735177,Low Investment
350000,0.0023323615160349,Low Risk,6,4,1.0,1170,25.2216367066307,Low Investment
350000,0.0069970845481049,Low Risk,8,4,2.5,2800,35.76651439796698,Moderate Investment
350000,0.0043731778425655,Low Risk,7,4,2.0,1720,29.77385759498604,Low Investment
348000,0.3002915451895043,Low Risk,7,3,2.5,1500,40.02235699474594,Moderate Investment
345000,0.2915451895043731,Low Risk,8,3,1.75,3140,47.057529505308615,Moderate Investment
342500,0.1475218658892128,Low Risk,8,2,1.5,1320,35.4302864002744,Moderate Investment
336500,0.0064139941690962,Low Risk,7,3,2.25,1420,28.053351210614114,Low Investment
315000,0.1495626822157434,Low Risk,7,3,2.5,2340,36.239191780608344,Moderate Investment
307150,0.1518950437317784,Low Risk,7,3,1.5,1480,34.03302100060803,Low Investment
307000,0.0,Low Risk,8,4,2.5,1714,32.582887700534755,Low Investment
303000,0.1518950437317784,Low Risk,6,2,2.0,970,28.66938463697167,Low Investment
295000,0.2956268221574343,Low Risk,5,2,1.0,740,30.80368251196582,Low Investment
290256,0.2988338192419825,Low Risk,8,3,2.25,1720,43.552283250962724,Moderate Investment
279000,0.2997084548104956,Low Risk,6,2,1.0,670,33.7797820426872,Low Investment
277950,0.2944606413994168,Low Risk,7,4,2.5,1889,41.829227795014106,Moderate Investment
275000,0.1501457725947522,Low Risk,7,4,2.5,1830,35.898879032132335,Moderate Investment
273500,0.0034985422740524,Low Risk,7,3,2.5,1550,28.284326717700065,Low Investment
265000,0.0002915451895043,Low Risk,7,3,2.5,1530,28.10257089848926,Low Investment
263000,0.2935860058309038,Low Risk,8,3,1.75,1580,42.968039163717435,Moderate Investment
260000,0.3002915451895043,Low Risk,7,3,2.5,1490,39.995619026831505,Moderate Investment
250000,0.2988338192419825,Low Risk,7,3,2.0,1440,39.803620149358444,Moderate Investment
250000,0.1486880466472303,Low Risk,6,3,1.0,1010,29.6480566252475,Low Investment
242000,0.2927113702623906,Low Risk,6,2,1.0,960,34.27529973028172,Low Investment
231500,0.003206997084548,Low Risk,7,3,2.25,1630,28.4865686534354,Low Investment
200000,0.1483965014577259,Low Risk,7,4,2.0,2090,36.524095352426684,Moderate Investment
195000,0.1486880466472303,Low Risk,6,2,1.0,860,28.246987106530923,Low Investment
152000,0.1510204081632652,Low Risk,7,3,1.0,920,32.50070937465895,Low Investment
150000,0.1524781341107871,Low Risk,7,3,1.0,1200,33.3076815141641,Low Investment
114975,0.1501457725947522,Low Risk,6,2,1.0,740,27.98444052945854,Low Investment
1070000,0.0061224489795918,Low Risk,11,6,3.5,4860,52.23955036560079,Moderate Investment
975000,0.0084548104956268,Low Risk,10,5,4.5,4300,46.83551862303363,Moderate Investment
859990,0.2991253644314868,Low Risk,9,4,2.75,3520,52.37677928314183,Moderate Investment
814842,0.293002915451895,Low Risk,9,3,2.5,3190,50.24952838278168,Moderate Investment
808900,0.2965014577259475,Low Risk,9,5,2.5,2900,51.61406900422506,Moderate Investment
800000,0.146938775510204,Low Risk,8,4,2.25,3220,42.48717668885736,Moderate Investment
790000,0.0037900874635568,Low Risk,10,4,3.5,3560,43.670320076082376,Moderate Investment
790000,0.1489795918367347,Low Risk,9,4,2.5,3500,46.31747244352287,Moderate Investment
780000,0.0029154518950437,Low Risk,10,3,3.5,3190,41.64602984050763,Moderate Investment
745000,0.153935860058309,Low Risk,9,3,1.75,2050,41.63871782479225,Moderate Investment
665000,0.0023323615160349,Low Risk,9,5,2.25,3320,40.97029980823498,Moderate Investment
641200,0.1501457725947522,Low Risk,7,3,1.0,1060,32.840055502720574,Low Investment
640000,0.4411078717201166,Medium Risk,9,4,2.75,3040,56.77265711479397,Moderate Investment
635000,0.583673469387755,Medium Risk,9,4,3.25,3420,63.49132380224816,High Investment Potential
625000,0.1457725947521865,Low Risk,7,3,1.5,1230,33.1196738435634,Low Investment
625000,0.1530612244897959,Low Risk,8,4,3.0,2530,40.88715486194478,Moderate Investment
620000,0.0075801749271137,Low Risk,8,4,2.25,2210,34.21229790617546,Low Investment
601000,0.2988338192419825,Low Risk,8,4,2.5,2090,45.541588063796944,Moderate Investment
582000,0.293002915451895,Low Risk,8,5,2.5,2780,48.1532716982897,Moderate Investment
580000,0.29533527696793,Low Risk,6,7,2.75,2310,42.9898816669525,Moderate Investment
578000,0.146938775510204,Low Risk,8,3,2.25,1790,37.66364727709266,Moderate Investment
575000,0.0014577259475218,Low Risk,9,4,1.75,2440,37.58237320902387,Moderate Investment
570000,0.0,Low Risk,8,4,2.0,1790,32.78609625668449,Low Investment
565000,0.1533527696793002,Low Risk,7,4,1.75,2140,36.85603592086185,Moderate Investment
534950,0.0026239067055393,Low Risk,8,5,1.5,2240,35.09426108105579,Moderate Investment
530000,0.2915451895043731,Low Risk,7,4,2.25,2130,42.356994745950324,Moderate Investment
525000,0.2915451895043731,Low Risk,7,3,1.5,1560,39.83293057482733,Moderate Investment
504600,0.2947521865889212,Low Risk,7,5,3.0,2360,44.10024789136433,Moderate Investment
500000,0.2962099125364431,Low Risk,7,3,1.5,1320,39.377808266163605,Moderate Investment
489900,0.0034985422740524,Low Risk,8,4,2.5,2090,33.72817698507974,Low Investment
483000,0.1545189504373177,Low Risk,9,3,3.0,2440,42.7048221886157,Moderate Investment
475000,0.0037900874635568,Low Risk,7,4,2.75,2200,31.033956439718743,Low Investment
475000,0.1489795918367347,Low Risk,8,3,3.25,1380,36.6490232456619,Moderate Investment
467000,0.1533527696793002,Low Risk,8,2,2.5,1140,35.182239129418,Moderate Investment
464950,0.0,Low Risk,7,4,2.5,2230,30.962566844919785,Low Investment
460000,0.5851311953352769,Medium Risk,9,3,2.5,1610,57.71006064763568,Moderate Investment
450000,0.0014577259475218,Low Risk,8,3,2.5,1810,31.897881230414242,Low Investment
440000,0.2947521865889212,Low Risk,8,3,1.75,1450,42.667092811150425,Moderate Investment
440000,0.1475218658892128,Low Risk,8,3,2.25,1900,37.98108853931183,Moderate Investment
429950,0.1542274052478133,Low Risk,7,4,1.0,1760,35.87497856285371,Moderate Investment
412000,0.2921282798833818,Low Risk,7,4,1.75,1430,40.508660607099976,Moderate Investment
405000,0.2927113702623906,Low Risk,7,3,1.5,1600,39.98652967680579,Moderate Investment
400000,0.1460641399416909,Low Risk,6,3,2.5,2020,32.24363511638421,Low Investment
397500,0.1495626822157434,Low Risk,8,3,2.5,1470,36.9129885720522,Moderate Investment
389950,0.1524781341107871,Low Risk,8,4,2.5,2240,40.08843017726571,Moderate Investment
385000,0.2915451895043731,Low Risk,8,3,2.0,1860,43.63506961226048,Moderate Investment
380000,0.0005830903790087,Low Risk,6,2,1.0,1470,23.953804898582806,Low Investment
370000,0.0084548104956268,Low Risk,7,3,1.0,1170,27.46653466581438,Low Investment
369950,0.0087463556851311,Low Risk,8,3,1.75,1640,31.734880965373158,Low Investment
350000,0.0008746355685131,Low Risk,8,4,2.5,2650,35.12054692006673,Moderate Investment
344200,0.2994169096209912,Low Risk,8,4,2.5,2490,46.634430395534835,Moderate Investment
339900,0.2991253644314868,Low Risk,8,4,2.5,2340,46.221699069238085,Moderate Investment
339000,0.149271137026239,Low Risk,7,3,2.25,2090,35.5590807751672,Moderate Investment
329950,0.1501457725947522,Low Risk,7,4,2.5,1920,36.13952074336228,Moderate Investment
326000,0.2956268221574343,Low Risk,7,3,2.25,1930,40.985500693784005,Moderate Investment
319000,0.0046647230320699,Low Risk,7,3,1.75,1640,28.57161565925071,Low Investment
319000,0.1483965014577259,Low Risk,7,3,1.5,1480,33.893079309645934,Low Investment
315000,0.2982507288629737,Low Risk,7,3,1.75,1660,40.36853182831574,Moderate Investment
314000,0.003206997084548,Low Risk,7,3,1.75,1810,28.96785207589529,Low Investment
303000,0.1536443148688046,Low Risk,7,4,2.25,2560,37.990692380848444,Moderate Investment
299950,0.1489795918367347,Low Risk,8,3,2.5,1600,37.23725853977955,Moderate Investment
299000,0.2950437317784256,Low Risk,8,3,2.5,1650,43.21351397701938,Moderate Investment
290000,0.1518950437317784,Low Risk,6,2,1.0,840,28.32179105408397,Low Investment
289900,0.0,Low Risk,7,3,1.75,1220,27.262032085561497,Low Investment
270000,0.0061224489795918,Low Risk,7,3,2.5,1690,28.76361453672378,Low Investment
258000,0.153935860058309,Low Risk,6,3,2.0,1680,31.64941301195803,Low Investment
250000,0.1475218658892128,Low Risk,6,2,1.0,1030,28.65488533075568,Low Investment
250000,0.2991253644314868,Low Risk,7,3,1.0,920,38.42490762538782,Moderate Investment
246000,0.2967930029154518,Low Risk,8,3,1.75,1440,42.72198749629722,Moderate Investment
235000,0.3,Low Risk,8,3,2.5,2350,45.283422459893046,Moderate Investment
230000,0.2985422740524781,Low Risk,7,3,1.5,1330,39.49784069471944,Moderate Investment
206000,0.0043731778425655,Low Risk,7,3,1.75,1140,27.223055455948607,Low Investment
205000,0.1510204081632652,Low Risk,7,3,1.5,1820,34.90712648695842,Low Investment
199990,0.2932944606413993,Low Risk,6,2,1.0,890,34.111457570041,Low Investment
194900,0.0023323615160349,Low Risk,6,2,1.0,810,22.259069861710913,Low Investment
165000,0.0008746355685131,Low Risk,6,2,1.0,640,21.746215369264586,Low Investment
162950,0.0023323615160349,Low Risk,8,2,1.0,950,28.633401412513052,Low Investment
160000,0.0067055393586005,Low Risk,7,3,1.5,1480,28.22544082568092,Low Investment
839950,0.2947521865889212,Low Risk,9,4,2.75,3010,50.83821580580283,Moderate Investment
690000,0.0011661807580174,Low Risk,9,4,2.5,2900,38.80065792550786,Moderate Investment
492000,0.1475218658892128,Low Risk,6,2,1.0,1290,29.35007249653108,Low Investment
451000,0.0075801749271137,Low Risk,7,2,1.0,900,25.709624109384013,Low Investment
369000,0.0011661807580174,Low Risk,8,3,2.5,1320,30.57605899502658,Low Investment
335000,0.2959183673469387,Low Risk,7,3,2.25,1530,39.92764378478664,Moderate Investment
335000,0.0002915451895043,Low Risk,7,3,1.0,950,26.55176875945183,Low Investment
320000,0.0017492711370262,Low Risk,7,4,1.5,2220,31.005799722486397,Low Investment
235000,0.0026239067055393,Low Risk,7,3,1.75,1420,27.90174771207184,Low Investment
579000,0.297667638483965,Low Risk,8,4,2.25,2030,45.334513025989615,Moderate Investment
300000,0.2973760932944606,Low Risk,7,3,2.5,1870,40.89504373177842,Moderate Investment
285000,0.0017492711370262,Low Risk,7,3,1.75,1720,28.66890132676447,Low Investment
1110000,0.0023323615160349,Low Risk,9,5,3.25,3070,40.30185061037402,Moderate Investment
1100000,0.0084548104956268,Low Risk,9,4,3.5,2210,37.247283328915984,Moderate Investment
1060000,0.153935860058309,Low Risk,11,4,4.0,5320,57.382033332813634,Moderate Investment
1030000,0.4387755102040816,Medium Risk,10,4,3.25,3600,61.17668885736113,High Investment Potential
980000,0.0084548104956268,Low Risk,8,5,2.5,2750,36.691133596295664,Moderate Investment
980000,0.1533527696793002,Low Risk,8,4,2.0,2190,39.98972576043404,Moderate Investment
950000,0.0029154518950437,Low Risk,9,3,3.25,3330,39.02036139130977,Moderate Investment
950000,0.1483965014577259,Low Risk,10,4,3.25,3820,50.149763801624545,Moderate Investment
933399,0.0014577259475218,Low Risk,9,3,2.5,3940,40.59306839618964,Moderate Investment
929950,0.2988338192419825,Low Risk,11,3,3.5,3790,58.08704260925149,Moderate Investment
890000,0.2994169096209912,Low Risk,9,3,3.25,4030,52.75207745435837,Moderate Investment
850000,0.0058309037900874,Low Risk,8,4,3.0,2720,35.50596342433077,Moderate Investment
850000,0.1507288629737609,Low Risk,8,3,2.25,2220,38.964983395955784,Moderate Investment
810000,0.0058309037900874,Low Risk,8,4,1.75,1760,32.93911850454467,Low Investment
799950,0.7291545189504371,High Potential,9,6,2.75,3040,70.29452300400679,High Investment Potential
775000,0.5897959183673468,Medium Risk,8,4,2.5,2880,59.29237149405216,Moderate Investment
745000,0.2970845481049562,Low Risk,8,3,2.75,3010,46.931510266444235,Moderate Investment
726000,0.0087463556851311,Low Risk,9,5,3.0,2970,40.29103069799348,Moderate Investment
718500,0.1518950437317784,Low Risk,9,4,2.75,2840,44.66938463697167,Moderate Investment
716100,0.0043731778425655,Low Risk,7,3,1.0,1640,28.559953851670535,Low Investment
711000,0.007871720116618,Low Risk,9,3,2.5,2550,37.13305062284654,Moderate Investment
675000,0.0058309037900874,Low Risk,7,2,1.75,2140,28.955161285293336,Low Investment
675000,0.1483965014577259,Low Risk,8,4,2.5,2900,41.6898707534962,Moderate Investment
670000,0.153935860058309,Low Risk,7,2,1.75,1650,33.56919910821471,Low Investment
650000,0.4448979591836734,Medium Risk,7,4,1.75,2010,48.170249918149075,Moderate Investment
650000,0.1481049562682215,Low Risk,8,3,2.5,2540,39.71564210099624,Moderate Investment
650000,0.0020408163265306,Low Risk,8,4,2.5,2530,34.84633853541416,Low Investment
650000,0.2947521865889212,Low Risk,6,1,1.0,920,33.24998051168519,Low Investment
650000,0.1472303206997084,Low Risk,9,3,2.5,1910,40.996164699646094,Moderate Investment
630000,0.2959183673469387,Low Risk,8,4,2.5,2510,46.54796464040161,Moderate Investment
629000,0.0020408163265306,Low Risk,9,4,2.5,2660,38.193932118301866,Moderate Investment
615000,0.29533527696793,Low Risk,8,3,1.75,1950,44.02731482203271,Moderate Investment
610000,0.2994169096209912,Low Risk,8,3,1.75,1630,43.334965154893126,Moderate Investment
608250,0.0,Low Risk,8,4,2.75,3030,36.101604278074866,Moderate Investment
605000,0.146938775510204,Low Risk,8,2,2.0,1270,35.273272945541855,Moderate Investment
602000,0.0008746355685131,Low Risk,8,3,2.5,1640,31.42001216070844,Low Investment
600000,0.1481049562682215,Low Risk,7,4,1.5,1770,35.65681857158447,Moderate Investment
599000,0.1518950437317784,Low Risk,8,5,2.5,2950,42.9635022840305,Moderate Investment
585000,0.149271137026239,Low Risk,7,4,1.75,3140,39.36656740618325,Moderate Investment
580000,0.29533527696793,Low Risk,7,3,2.0,2040,41.267956533262655,Moderate Investment
580000,0.1466472303206997,Low Risk,9,3,2.5,3200,44.42203894544831,Moderate Investment
576000,0.2924198250728863,Low Risk,7,3,1.0,1140,38.74492134516144,Moderate Investment
575000,0.5918367346938774,Medium Risk,8,4,1.5,2810,59.18683837171232,Moderate Investment
575000,0.2941690962099125,Low Risk,9,5,2.5,2990,51.76141625481361,Moderate Investment
575000,0.2962099125364431,Low Risk,9,4,2.25,2070,48.383155859746495,Moderate Investment
570000,0.2997084548104956,Low Risk,8,4,2.5,2640,47.04716172183159,Moderate Investment
560000,0.2962099125364431,Low Risk,8,4,1.75,1980,45.14251414851655,Moderate Investment
559950,0.0064139941690962,Low Risk,7,3,2.5,2120,29.92500896462481,Low Investment
555000,0.1545189504373177,Low Risk,7,3,1.75,1570,34.37861898005956,Low Investment
550000,0.1530612244897959,Low Risk,7,3,1.75,1680,34.614427589217506,Low Investment
550000,0.2965014577259475,Low Risk,7,3,1.75,1410,39.63011178497373,Moderate Investment
540000,0.1542274052478133,Low Risk,7,2,1.75,1460,33.07283952542055,Low Investment
529950,0.1504373177842565,Low Risk,7,3,2.0,1540,34.13513977019379,Low Investment
529000,0.0061224489795918,Low Risk,9,3,2.5,3070,38.45345410891629,Moderate Investment
525000,0.2959183673469387,Low Risk,7,5,2.5,2360,44.146895121685034,Moderate Investment
516130,0.2973760932944606,Low Risk,8,3,1.75,1510,42.93247688685864,Moderate Investment
515000,0.1463556851311953,Low Risk,6,3,2.5,1540,30.97187446407134,Low Investment
498000,0.2941690962099125,Low Risk,7,3,2.0,1620,40.09831465053554,Moderate Investment
497000,0.0008746355685131,Low Risk,8,3,1.5,2240,33.024290235574746,Low Investment
490000,0.0049562682215743,Low Risk,7,4,2.25,1960,30.43889244009292,Low Investment
482000,0.1466472303206997,Low Risk,8,4,2.5,2846,41.475514881277185,Moderate Investment
476000,0.151603498542274,Low Risk,7,3,1.75,1650,34.475904647573316,Low Investment
455000,0.0011661807580174,Low Risk,6,3,1.0,1480,25.003866481657596,Low Investment
450000,0.0037900874635568,Low Risk,8,2,1.5,1310,29.654277295333717,Low Investment
447055,0.1545189504373177,Low Risk,9,4,2.5,2448,43.726212562947254,Moderate Investment
447000,0.2918367346938775,Low Risk,7,3,2.5,1740,40.325875804867394,Moderate Investment
432000,0.2988338192419825,Low Risk,7,3,2.0,1870,40.9533527696793,Moderate Investment
430000,0.1507288629737609,Low Risk,7,3,2.5,1440,33.87942189862958,Low Investment
415000,0.1472303206997084,Low Risk,7,4,1.5,1540,35.00685988681187,Moderate Investment
413000,0.0002915451895043,Low Risk,8,3,2.0,1520,31.075832930574826,Low Investment
410000,0.1495626822157434,Low Risk,6,3,2.0,1270,30.378229213763426,Low Investment
406500,0.146938775510204,Low Risk,8,2,1.75,1510,35.91498417548838,Moderate Investment
397000,0.1460641399416909,Low Risk,7,2,1.75,1610,33.147378431892236,Low Investment
